content_resource_id,avg_time,resource_type,avg_tries,Students Completed
16223858,4762.2807017543855,multiple_choice,3.0918367346938775,98
16223861,18.627450980392158,multiple_choice,4.0,98
16223878,17048.6,multiple_choice,4.969387755102041,98
16223880,39.260416666666664,custom,11.051546391752577,97
16224006,673.6263736263736,custom,5.43956043956044,91
16224007,28.274725274725274,custom,6.153846153846154,91
16224009,2376.696629213483,custom,4.382022471910112,88
16224010,3.375,multiple_choice,2.688888888888889,90
16224017,127.26966292134831,custom,4.280898876404494,87
16224019,43.47191011235955,custom,4.258426966292135,86
16224020,11.02127659574468,multiple_choice,5.604395604395604,91
16224023,7.444444444444445,multiple_choice,4.411111111111111,90
16224024,4.297872340425532,multiple_choice,2.7444444444444445,90
16224026,581.2222222222222,custom,5.444444444444445,90
16224032,111.01123595505618,custom,4.179775280898877,89
16224034,29.403846153846153,multiple_choice,7.2,90
16224036,56.46067415730337,custom,3.404494382022472,87
16224037,10.088888888888889,multiple_choice,5.277777777777778,90
16224042,19.84269662921348,custom,8.96629213483146,89
16224043,7.4,multiple_choice,5.322222222222222,90
16224045,2127.3483146067415,custom,4.404494382022472,89
16224050,52.662921348314605,custom,10.651685393258427,89
16224052,9.1875,multiple_choice,5.573033707865169,89
16224058,84.39080459770115,custom,5.333333333333333,87
16224059,6.0,multiple_choice,3.4444444444444446,90
16224064,15.015384615384615,multiple_choice,6.393258426966292,89
16224065,48.38961038961039,short_answer,8.88888888888889,90
16224068,2.5294117647058822,multiple_choice,2.78021978021978,91
16224075,42.775,multiple_choice,12.55056179775281,89
16224078,7.549019607843137,multiple_choice,4.188235294117647,85
16224081,11.569767441860465,custom,6.22093023255814,86
16224083,40.423529411764704,custom,4.258823529411765,85
16224086,27.17241379310345,multiple_choice,7.435294117647059,85
16224087,1432.964705882353,custom,4.223529411764706,84
16224088,47.285714285714285,multiple_choice,5.906976744186046,86
16224091,50.27058823529412,custom,6.2823529411764705,85
16224094,6.018867924528302,multiple_choice,3.541176470588235,85
16224095,3584.014492753623,custom,6.463768115942029,66
16224096,7.117647058823529,multiple_choice,4.838235294117647,68
16224099,11.405405405405405,multiple_choice,6.757575757575758,66
16224116,22.071428571428573,custom,11.928571428571429,84
16224118,7.618181818181818,multiple_choice,4.602409638554217,83
16224128,17.011904761904763,custom,7.833333333333333,84
16224137,2644.214285714286,custom,11.392857142857142,84
16224138,1156.525,short_answer,4.686746987951807,83
16510097,50.1,multiple_choice,2.894230769230769,103
16510100,30759.628571428573,custom,8.632075471698114,103
16510133,16195.6,custom,9.776699029126213,99
16510148,37.744897959183675,custom,5.222222222222222,99
16510149,2784.1428571428573,multiple_choice,14.494949494949495,99
16510154,16140.486111111111,custom,4.191919191919192,99
16510155,10055.0,custom,5.929292929292929,99
16510160,71.78571428571429,multiple_choice,13.484848484848484,99
16510166,121.0618556701031,custom,5.343434343434343,99
16510167,24.956521739130434,multiple_choice,4.666666666666667,99
16510172,63.295918367346935,custom,3.393939393939394,98
16510180,189.88372093023256,multiple_choice,4.888888888888889,99
16510194,34.16494845360825,custom,4.612244897959184,98
16510198,3188.316326530612,custom,3.3535353535353534,98
16510200,6363.061224489796,custom,6.404040404040404,98
16510201,45.53846153846154,multiple_choice,6.1313131313131315,99
16510203,4629.897959183673,custom,4.616161616161616,99
16510205,34.90816326530612,custom,9.222222222222221,99
16510209,9110.896907216495,custom,5.326530612244898,98
16510211,755.3979591836735,custom,13.666666666666666,99
16510221,24.772727272727273,short_answer,2.6565656565656566,99
16510224,39.916666666666664,multiple_choice,4.242424242424242,99
16510225,71.6056338028169,multiple_choice,7.696969696969697,99
16510227,56.11363636363637,multiple_choice,5.94949494949495,99
16510235,141.5204081632653,custom,7.061224489795919,97
16510241,57.083333333333336,custom,2.8958333333333335,96
16510244,524.5774647887324,short_answer,7.86734693877551,97
16510246,16.4,multiple_choice,4.865979381443299,97
16510255,31014.071428571428,custom,4.105263157894737,95
16510256,21262.28947368421,custom,3.1894736842105265,95
16510272,64.0,multiple_choice,13.804123711340207,97
16510274,28.73469387755102,multiple_choice,5.729166666666667,96
16510278,2.8857142857142857,multiple_choice,1.5625,96
16510290,3755.872340425532,custom,3.473684210526316,95
16510291,19735.723076923077,custom,6.936842105263158,93
16510292,4480.8,custom,3.3333333333333335,95
16510297,113.82352941176471,short_answer,8.442105263157895,95
16510302,115.28571428571429,short_answer,7.572916666666667,95
16510308,3012.6923076923076,multiple_choice,7.126315789473685,95
16510309,16765.779411764706,custom,5.835051546391752,97
16510313,9582.039215686274,short_answer,10.410526315789474,95
16510314,47.75,multiple_choice,4.578947368421052,95
16510316,16.736842105263158,multiple_choice,7.34375,96
16510318,5717.4,custom,4.6,93
16510320,682.9285714285714,multiple_choice,7.389473684210526,95
16510327,25796.845070422536,custom,6.691489361702128,93
16510328,4250.714285714285,custom,3.053763440860215,91
16510331,25.2972972972973,multiple_choice,5.876288659793815,97
16510340,5357.420289855072,custom,5.8,95
16510341,78.45161290322581,short_answer,6.927083333333333,96
16510342,5402.15625,short_answer,3.231578947368421,95
16510345,62.1063829787234,multiple_choice,6.5212765957446805,94
16510352,3747.530612244898,short_answer,7.138297872340425,93
16510356,31.118279569892472,custom,3.89247311827957,93
16510359,2709.92,custom,4.817204301075269,93
16510362,1212.5873015873017,short_answer,4.914893617021277,94
16510374,37005.58024691358,custom,8.301075268817204,90
16510383,3042.5526315789475,short_answer,10.138297872340425,94
16510386,18.217391304347824,custom,3.7065217391304346,92
16510388,28.105263157894736,multiple_choice,9.195652173913043,92
16510401,5391.307692307692,multiple_choice,6.521739130434782,92
16510403,12.242424242424242,multiple_choice,3.806451612903226,93
16510408,25.333333333333332,short_answer,4.0,5
16510410,23458.79104477612,custom,10.406976744186046,84
16510411,12983.722222222223,custom,4.119047619047619,84
16510412,274.025,custom,8.318181818181818,86
16510416,4286.454545454545,custom,5.011363636363637,86
16510417,59.84905660377358,multiple_choice,15.707865168539326,89
16510420,1846.2173913043478,short_answer,15.348314606741573,89
16510423,31.75,multiple_choice,4.269662921348314,89
16510426,8988.576923076924,multiple_choice,6.811111111111111,90
16510428,3.8596491228070176,multiple_choice,3.1123595505617976,89
16510431,1891.9775280898875,custom,5.651685393258427,87
16510444,27.65625,multiple_choice,9.532608695652174,92
16510468,27210.55294117647,custom,6.808510638297872,93
16510473,87.1,short_answer,7.989130434782608,92
16510474,7363.128571428571,short_answer,9.91304347826087,92
16510476,105.58823529411765,short_answer,3.619565217391304,92
16510477,83.47058823529412,short_answer,7.406593406593407,91
16510481,48.4,custom,4.696629213483146,89
16510484,46.787234042553195,custom,3.477272727272727,88
16510486,52.142857142857146,short_answer,5.868131868131868,91
16510489,9.357142857142858,multiple_choice,5.849462365591398,93
16510498,36459.31578947369,custom,5.565217391304348,91
16510499,20878.783783783783,custom,6.731182795698925,90
16510518,17023.98113207547,custom,7.806451612903226,92
16510519,5918.2962962962965,custom,3.2777777777777777,90
16510523,226.4375,short_answer,6.9,90
16510547,24382.035714285714,custom,5.186046511627907,86
16510548,31007.20588235294,custom,10.681818181818182,86
16510550,74.7741935483871,short_answer,6.177777777777778,90
16510558,13591.916666666666,custom,4.423913043478261,92
16510559,53862.91525423729,custom,6.032608695652174,92
16510560,8.25,multiple_choice,5.542553191489362,94
16510561,11.0,multiple_choice,4.467391304347826,92
16510563,34.0,short_answer,3.7419354838709675,93
16510564,27.0,multiple_choice,6.202127659574468,94
16510569,27031.612903225807,custom,6.056179775280899,87
16510570,12767.424242424242,custom,4.7011494252873565,87
16510571,37843.54,custom,6.837209302325581,84
16510575,67.8840579710145,short_answer,9.41304347826087,92
16510576,432.1630434782609,custom,4.043478260869565,91
16510577,1113.701754385965,multiple_choice,5.258064516129032,93
16510580,23967.933333333334,custom,6.1976744186046515,85
16510581,9334.484375,custom,11.821428571428571,82
16510584,85.66666666666667,short_answer,7.769230769230769,91
16510587,68360.87096774194,custom,13.627659574468085,93
16510588,57193.782608695656,custom,13.146067415730338,85
16510590,70.45945945945945,multiple_choice,15.96774193548387,93
16510600,15097.770833333334,custom,7.204819277108434,81
16510602,2235.943181818182,custom,5.454545454545454,87
16510604,23.844827586206897,multiple_choice,9.02247191011236,89
16510605,14.8,detect_answer,4.681818181818182,88
16510606,856.2352941176471,short_answer,7.6022727272727275,88
16510608,16.5,multiple_choice,5.511363636363637,88
16510611,10.431034482758621,multiple_choice,3.7555555555555555,90
16510641,24603.833333333332,custom,8.977011494252874,86
16510642,71892.76470588235,custom,2.635294117647059,84
16510643,17727.0,custom,11.30232558139535,84
16510648,13448.477272727272,short_answer,9.123595505617978,89
16510650,378.7258064516129,short_answer,12.144444444444444,89
16510655,342.72727272727275,custom,3.3529411764705883,85
16510656,10608.026315789473,custom,8.482758620689655,86
16510658,1288.157894736842,short_answer,7.662921348314606,89
16510660,99.35,short_answer,9.280898876404494,88
16510688,3135.346153846154,custom,5.955555555555556,90
16510695,16.647058823529413,multiple_choice,4.466666666666667,90
16510703,50866.86666666667,custom,11.363636363636363,84
16510704,43433.26666666667,custom,14.63953488372093,79
16510708,958.0120481927711,short_answer,6.640449438202247,89
16510709,2229.0813953488373,short_answer,6.561797752808989,88
16510722,28.70731707317073,multiple_choice,6.895348837209302,86
16510734,26045.190476190477,custom,5.666666666666667,83
16510735,1669.7066666666667,custom,8.238095238095237,80
16510738,21.45,multiple_choice,5.160919540229885,87
16510779,2241.8901098901097,custom,5.912087912087912,91
16510781,6510.277777777777,custom,8.866666666666667,88
16510782,24.142857142857142,multiple_choice,6.681318681318682,91
16510783,133.63934426229508,short_answer,9.573033707865168,89
16510813,17159.09259259259,custom,9.03370786516854,89
16510814,3657.2972972972975,custom,3.5813953488372094,86
16510815,12076.258620689656,custom,7.127906976744186,86
16510818,311.0,short_answer,13.415730337078651,89
16510822,39.373333333333335,short_answer,5.247191011235955,89
16510834,335.72727272727275,custom,10.920454545454545,88
16510835,34557.333333333336,custom,5.390804597701149,86
16510836,1558.6296296296296,custom,5.372093023255814,84
16510837,464.75,custom,5.059523809523809,83
16510838,2928.532258064516,custom,6.285714285714286,83
16510840,29.797101449275363,short_answer,5.4222222222222225,90
16510843,67.47222222222223,short_answer,7.9222222222222225,90
16510868,9647.56,custom,3.7142857142857144,81
16510869,11227.470588235294,custom,3.0246913580246915,81
16510884,7658.640449438202,custom,5.0,88
16510886,2868.5,custom,3.397590361445783,83
16510887,22723.866666666665,custom,6.0,80
16510890,639.0340909090909,custom,3.9886363636363638,88
16510894,1490.28,custom,2.8641975308641974,81
16510895,191.8,custom,2.5421686746987953,83
16510896,49.67567567567568,custom,2.963855421686747,83
16510898,113.25,short_answer,9.709302325581396,86
16510903,20777.74,custom,4.283950617283951,79
16510904,48506.017857142855,custom,10.904761904761905,81
16510905,2596.170731707317,custom,4.4875,80
16510906,8061.16,custom,3.3375,80
16510907,22309.416666666668,custom,7.025,80
16510909,761.8095238095239,multiple_choice,11.263736263736265,91
16510912,118.25,short_answer,6.835164835164835,91
16510915,30113.92391304348,custom,3.9347826086956523,91
16510918,5.576086956521739,custom,2.402173913043478,92
16510919,50.945454545454545,multiple_choice,7.423913043478261,92
16510920,1832.0217391304348,custom,3.902173913043478,92
16510921,7.904761904761905,short_answer,2.097826086956522,92
16511017,10782.258064516129,custom,4.903225806451613,92
16511018,48.02857142857143,short_answer,13.142857142857142,91
16511024,7029.592592592592,custom,7.176470588235294,85
16511037,36.1875,custom,3.6627906976744184,86
16511039,21589.076923076922,custom,4.712643678160919,85
16511040,6000.671428571429,custom,7.619565217391305,87
16511041,2117.1555555555556,custom,6.055555555555555,90
16511042,24.2,multiple_choice,10.944444444444445,90
16511043,38.43478260869565,multiple_choice,14.131868131868131,91
16511053,7206.575757575758,custom,6.9480519480519485,66
16511055,18.541666666666668,multiple_choice,6.4945054945054945,91
16511057,18.32758620689655,multiple_choice,7.3076923076923075,91
16511061,9119.620689655172,custom,5.493827160493828,80
16511062,90343.03225806452,custom,11.123456790123457,80
16511064,88.77380952380952,short_answer,6.933333333333334,90
16511065,33.1948051948052,short_answer,4.685393258426966,89
16511074,57052.69090909091,custom,3.8735632183908044,85
16511075,13.0,multiple_choice,4.344086021505376,93
16511077,8711.206896551725,multiple_choice,7.086021505376344,93
16511079,31529.98780487805,custom,3.451219512195122,81
16511081,7157.926829268293,custom,5.609756097560975,79
16511082,4.741935483870968,multiple_choice,4.012658227848101,79
16511089,55973.59574468085,custom,3.5232558139534884,84
16511091,6.514285714285714,detect_answer,3.3333333333333335,93
16511092,32.5625,detect_answer,4.882978723404255,94
16511093,10.368421052631579,multiple_choice,8.204301075268818,93
16511095,4265.202127659574,custom,7.1063829787234045,94
16511097,7475.8387096774195,custom,8.849462365591398,93
16511103,23916.06557377049,custom,7.563218390804598,81
16511109,79.96153846153847,short_answer,8.457446808510639,94
16511111,34.728813559322035,multiple_choice,9.236559139784946,93
16511112,544.1833333333333,short_answer,5.554347826086956,92
16511114,430.22727272727275,multiple_choice,4.870967741935484,93
16511119,12106.578947368422,custom,3.127906976744186,84
16511120,11015.20634920635,custom,6.158536585365853,82
16511121,3179.6923076923076,custom,6.390243902439025,78
16511125,695.8985507246376,multiple_choice,10.988888888888889,90
16511126,57.32941176470588,short_answer,7.2,90
16511164,206.7,multiple_choice,8.521739130434783,92
16511166,8.724137931034482,multiple_choice,3.260869565217391,92
16511185,90008.78571428571,custom,3.4457831325301207,81
16511187,13.533333333333333,multiple_choice,4.538461538461538,91
16511189,823.72,multiple_choice,6.164835164835165,91
16511207,6.153846153846154,custom,2.923076923076923,91
16511211,30.352941176470587,multiple_choice,9.791208791208792,91
16597184,92989.88235294117,custom,8.967032967032967,90
16597185,84456.98076923077,custom,6.989010989010989,89
16597186,15836.923076923076,custom,3.67816091954023,86
18519248,5383.4,short_answer,10.395604395604396,91
18519252,1306.047619047619,multiple_choice,10.032967032967033,91
18520562,44.55384615384615,short_answer,5.868131868131868,91
18520846,291.7,custom,9.044444444444444,90
18528467,27450.293333333335,custom,5.887640449438202,85
18533833,35.77272727272727,multiple_choice,4.912087912087912,90
18710211,30046.379310344826,short_answer,7.3977272727272725,87
19328307,2888.411111111111,custom,4.644444444444445,90
19449451,13.8,multiple_choice,6.877777777777778,90
20363441,2573.5272727272727,multiple_choice,6.788888888888889,90
20383212,910.3009708737864,custom,7.538461538461538,101
20383213,22493.35,short_answer,5.480769230769231,104
20395101,102.33333333333333,custom,6.2,90
20395102,753.8681318681319,custom,5.274725274725275,91
20483350,165.46666666666667,multiple_choice,8.114285714285714,104
20483662,3.7674418604651163,multiple_choice,1.9805825242718447,103
20483663,17.92753623188406,short_answer,2.4615384615384617,104
20483673,26.90625,multiple_choice,3.107843137254902,101
20483674,44.95238095238095,short_answer,3.514851485148515,101
20483678,3.6470588235294117,multiple_choice,1.68,100
20483679,467.05405405405406,short_answer,1.67,100
20483683,26.266666666666666,multiple_choice,2.97,100
20483686,4938.051282051282,custom,8.37,100
20483687,116.85714285714286,custom,7.673267326732673,101
20483689,51753.57894736842,custom,7.4,105
20483690,19471.924528301886,custom,9.39,99
20483986,7154.0,custom,4.603960396039604,100
20499251,27.05,multiple_choice,6.606060606060606,99
20505849,1507.904761904762,multiple_choice,5.404040404040404,99
20505850,29.666666666666668,multiple_choice,4.878787878787879,99
20507261,10.565217391304348,multiple_choice,2.5555555555555554,99
20516286,1756.2142857142858,custom,6.979591836734694,97
20516291,10481.907216494845,custom,11.123711340206185,96
20516292,55.57142857142857,short_answer,4.416666666666667,96
20516293,2682.4583333333335,custom,5.520833333333333,96
20522484,66.98412698412699,short_answer,3.9270833333333335,96
20525721,20004.0,short_answer,13.666666666666666,96
20530991,50.44444444444444,multiple_choice,7.958762886597938,97
20530992,205.63636363636363,custom,7.78125,96
20532800,156.31958762886597,custom,10.75257731958763,96
20532802,29.0,short_answer,5.239583333333333,96
20534849,4468.3125,custom,5.020833333333333,96
20536503,127.6,short_answer,6.680412371134021,97
20541805,24.6,multiple_choice,11.947368421052632,95
20541806,28.833333333333332,multiple_choice,8.926315789473684,95
20542550,103.23529411764706,multiple_choice,8.76842105263158,95
20545975,7277.221052631579,custom,6.021052631578947,95
20548275,40.36363636363637,short_answer,9.68421052631579,95
20548279,193.46153846153845,custom,7.806451612903226,93
20550235,61.15625,custom,6.083333333333333,96
20551477,27.238095238095237,multiple_choice,3.402061855670103,97
20556766,8139.452631578947,custom,6.484210526315789,95
20557572,90.62857142857143,short_answer,11.673469387755102,98
20557833,83.61111111111111,short_answer,13.31958762886598,96
20558840,41.92,short_answer,5.333333333333333,96
20560040,5413.695652173913,multiple_choice,5.958762886597938,97
20561556,39.15,multiple_choice,4.894736842105263,95
20561557,829.1724137931035,multiple_choice,8.663157894736843,95
20583790,29.75,multiple_choice,10.663157894736843,95
20585869,2154.0851063829787,short_answer,2.0638297872340425,94
20586429,3330.1263157894737,custom,5.347368421052631,95
20602143,53.97674418604651,short_answer,5.0,95
20604849,1308.3085106382978,custom,5.074468085106383,94
20606094,870.8191489361702,custom,5.382978723404255,94
20608868,29.526315789473685,short_answer,4.022222222222222,90
20609615,2238.823529411765,short_answer,8.706521739130435,92
20609616,3882.5365853658536,short_answer,10.315217391304348,92
20610075,1395.52688172043,custom,5.989247311827957,93
20610076,454.92857142857144,multiple_choice,4.138297872340425,94
20614891,1265.8387096774193,custom,6.408602150537634,92
20615180,9633.79569892473,custom,5.032258064516129,93
20615181,60.172413793103445,short_answer,8.098901098901099,91
20617639,7.833333333333333,multiple_choice,5.25,96
20622665,5.4,multiple_choice,2.4301075268817205,93
20625585,16.928571428571427,multiple_choice,5.725274725274725,91
20626326,88.3125,short_answer,6.6923076923076925,91
20630617,9411.301075268817,custom,5.182795698924731,93
20630618,108.08333333333333,multiple_choice,7.32258064516129,93
20648576,1903.8064516129032,custom,4.580645161290323,93
20648577,16.055555555555557,multiple_choice,5.623655913978495,93
20649383,163.1290322580645,short_answer,4.293478260869565,92
20649384,21593.42,custom,7.031914893617022,92
20649385,46422.05970149254,custom,12.186813186813186,88
20649393,77.65384615384616,multiple_choice,6.6923076923076925,91
20652198,1182.8279569892472,custom,5.903225806451613,93
20652199,40.1,multiple_choice,8.56989247311828,93
20801866,13555.574468085106,custom,4.617021276595745,93
20809061,165.3548387096774,custom,6.881720430107527,93
20841868,38.94444444444444,custom,3.5444444444444443,90
20841869,1896.0549450549452,custom,6.582417582417582,91
20863143,24.177777777777777,custom,7.233333333333333,90
20863144,76.24528301886792,short_answer,10.428571428571429,91
20904387,2779.4,custom,7.766666666666667,90
20905599,130.7,custom,5.022222222222222,89
20905600,26.235294117647058,multiple_choice,6.866666666666666,90
20911723,3550.425531914894,custom,5.074468085106383,93
20911724,12.384615384615385,multiple_choice,3.774193548387097,93
20915093,1980.9333333333334,custom,6.433333333333334,89
20920427,330.1219512195122,multiple_choice,5.260869565217392,92
20974487,10.857142857142858,multiple_choice,7.164835164835165,91
20974877,17.636363636363637,multiple_choice,5.791208791208791,91
20992937,18.93103448275862,multiple_choice,5.8,90
21037392,68.625,multiple_choice,4.48314606741573,89
21041270,46.50561797752809,custom,10.168539325842696,88
21057539,82.06451612903226,custom,6.129032258064516,91
21057540,64.29411764705883,multiple_choice,8.935483870967742,93
21057543,4524.780219780219,custom,4.989010989010989,91
21057544,1505.9555555555555,multiple_choice,5.087912087912088,91
21077669,12.010989010989011,custom,6.43956043956044,90
21077671,13.416666666666666,multiple_choice,5.8,90
21078219,443.52222222222224,custom,5.333333333333333,90
21078220,27.5,multiple_choice,4.166666666666667,90
21092905,921.45,short_answer,9.573033707865168,89
21132135,7148.988888888889,custom,3.7444444444444445,89
21132136,137.80701754385964,multiple_choice,14.122222222222222,90
21132137,11.639344262295081,multiple_choice,5.157303370786517,89
21132138,10.323076923076924,multiple_choice,5.482758620689655,87
21132140,15.204545454545455,multiple_choice,8.522727272727273,88
21132142,9.065217391304348,multiple_choice,6.478260869565218,92
21132143,18.857142857142858,detect_answer,5.788888888888889,90
21132145,38.14545454545455,multiple_choice,10.43956043956044,91
21166993,131.2,multiple_choice,10.011111111111111,90
21175217,65.39622641509433,multiple_choice,5.888888888888889,90
21179979,50.37313432835821,multiple_choice,8.277777777777779,90
21192889,3.6333333333333333,multiple_choice,2.044943820224719,89
21193368,79.36363636363636,multiple_choice,3.359550561797753,89
21205076,230.21428571428572,multiple_choice,7.466666666666667,90
21206441,14.125,multiple_choice,4.450549450549451,91
21206443,11.517241379310345,short_answer,2.043956043956044,91
21206445,7.318181818181818,multiple_choice,4.241758241758242,91
21224475,707.6222222222223,custom,6.333333333333333,89
21229155,158.29333333333332,short_answer,6.912087912087912,91
21255962,54.705882352941174,multiple_choice,5.122222222222222,90
21256337,52.583333333333336,short_answer,5.522222222222222,90
21260245,33.46153846153846,multiple_choice,5.393258426966292,89
21260249,159.96629213483146,custom,7.921348314606742,89
21266220,45.94736842105263,multiple_choice,7.303370786516854,89
21303628,1257.215053763441,custom,5.301075268817204,91
21303629,4081.344827586207,multiple_choice,10.173913043478262,92
21304309,827.3389830508474,short_answer,8.901098901098901,91
21308349,6.8125,multiple_choice,4.681318681318682,91
21308539,1579.135593220339,short_answer,4.709302325581396,86
21345413,23.483870967741936,multiple_choice,4.833333333333333,90
21345419,10.173913043478262,multiple_choice,3.466666666666667,90
21345964,31.660714285714285,multiple_choice,5.7444444444444445,90
21346709,199.98666666666668,short_answer,14.384615384615385,91
21347116,82.24242424242425,short_answer,5.522222222222222,90
21349488,19.583333333333332,multiple_choice,8.739583333333334,96
21349981,49.86206896551724,short_answer,9.157894736842104,95
21349982,5744.632653061224,short_answer,6.414893617021277,93
21351642,47.58461538461538,multiple_choice,9.946236559139784,93
21354881,6166.515789473684,custom,9.410526315789474,93
21354882,11624.4,multiple_choice,11.574468085106384,94
21411453,2883.21978021978,custom,4.846153846153846,90
21426861,40.47826086956522,custom,3.9130434782608696,90
21440203,29.1,multiple_choice,10.13978494623656,93
21440205,16.75,multiple_choice,5.212765957446808,94
21506476,643.8571428571429,custom,6.689655172413793,87
21546140,28.6,short_answer,4.511111111111111,90
21601344,31.166666666666668,multiple_choice,5.723404255319149,94
21601346,59.87755102040816,multiple_choice,6.170212765957447,94
21601348,3296.4367816091954,custom,7.521739130434782,88
21609726,25.933333333333334,multiple_choice,5.3478260869565215,92
21618614,112.05263157894737,short_answer,15.858695652173912,92
21618619,3779.4615384615386,short_answer,14.571428571428571,91
21627276,22.310344827586206,multiple_choice,4.393258426966292,89
21634873,24.846153846153847,multiple_choice,5.741573033707865,89
21636529,1896.2790697674418,short_answer,10.505494505494505,91
21666412,25.35135135135135,multiple_choice,5.6020408163265305,98
21666415,59.79381443298969,custom,12.857142857142858,98
21683680,385.4226804123711,custom,5.683673469387755,98
21700808,20.431818181818183,multiple_choice,4.454545454545454,99
21700810,4.866666666666666,multiple_choice,2.585858585858586,99
21701804,463.57142857142856,multiple_choice,3.122448979591837,98
21883475,67.44565217391305,custom,4.5,92
21935585,22.133333333333333,multiple_choice,5.763440860215054,93
22609416,235.73333333333332,custom,8.677777777777777,90
22609417,554.7191011235955,custom,5.842696629213483,89
22827852,4953.96511627907,custom,5.6976744186046515,86
23153147,6270.140350877193,custom,4.594936708860759,75
23183478,81767.3373493976,custom,25.555555555555557,87
